,X.1,scientificName,id,institutionCode,collectionCode,basisOfRecord,occurrenceID,X,kingdom,phylum,scientificNameAuthorship,genus,specificEpithet,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,verbatimEventDate,substrate,country,stateProvince,county,locality,localitySecurity,decimalLatitude,decimalLongitude,verbatimCoordinates,modified,collId,recordId,references,File.Name,Notes,Quality,Chemistry,Chemistry.Author,Source,Family,Order,Class,Morphology,Photobiont,name,spectra_ID
907411.2008_0001,33,Caloplaca flavovirescens,NA,,,,,907411,,,,,,"Wetmore, C.",96982,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907411.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907411.2008,907411.2008_0001
907411.2008_0002,33,Caloplaca flavovirescens,NA,,,,,907411,,,,,,"Wetmore, C.",96982,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907411.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907411.2008,907411.2008_0002
907411.2008_0003,33,Caloplaca flavovirescens,NA,,,,,907411,,,,,,"Wetmore, C.",96982,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907411.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907411.2008,907411.2008_0003
901847.1997_0000,34,Caloplaca flavovirescens,NA,,,,,901847,,,,,,"Wetmore, C.",77238,,1997,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901847.1997,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901847.1997,901847.1997_0000
901847.1997_0001,34,Caloplaca flavovirescens,NA,,,,,901847,,,,,,"Wetmore, C.",77238,,1997,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901847.1997,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901847.1997,901847.1997_0001
901847.1997_0002,34,Caloplaca flavovirescens,NA,,,,,901847,,,,,,"Wetmore, C.",77238,,1997,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901847.1997,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901847.1997,901847.1997_0002
901847.1997_0003,34,Caloplaca flavovirescens,NA,,,,,901847,,,,,,"Wetmore, C.",77238,,1997,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901847.1997,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901847.1997,901847.1997_0003
23889.1897_0000,35,Caloplaca flavovirescens,NA,,,,,23889,,,,,,"Fink, B.",298,,1897,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23889.1897,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23889.1897,23889.1897_0000
23889.1897_0001,35,Caloplaca flavovirescens,NA,,,,,23889,,,,,,"Fink, B.",298,,1897,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23889.1897,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23889.1897,23889.1897_0001
23889.1897_0002,35,Caloplaca flavovirescens,NA,,,,,23889,,,,,,"Fink, B.",298,,1897,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23889.1897,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23889.1897,23889.1897_0002
23889.1897_0003,35,Caloplaca flavovirescens,NA,,,,,23889,,,,,,"Fink, B.",298,,1897,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23889.1897,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23889.1897,23889.1897_0003
23897.1901_0000,36,Caloplaca flavovirescens,NA,,,,,23897,,,,,,"Fink, B.",1232,,1901,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23897.1901,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23897.1901,23897.1901_0000
23897.1901_0001,36,Caloplaca flavovirescens,NA,,,,,23897,,,,,,"Fink, B.",1232,,1901,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23897.1901,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23897.1901,23897.1901_0001
23897.1901_0002,36,Caloplaca flavovirescens,NA,,,,,23897,,,,,,"Fink, B.",1232,,1901,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23897.1901,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23897.1901,23897.1901_0002
23897.1901_0003,36,Caloplaca flavovirescens,NA,,,,,23897,,,,,,"Fink, B.",1232,,1901,NA,NA,NA,,on rocks,,,,,NA,NA,NA,,,NA,,,23897.1901,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23897.1901,23897.1901_0003
907402.2008_0000,37,Caloplaca flavovirescens,NA,,,,,907402,,,,,,"Wetmore, C.",96991,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907402.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907402.2008,907402.2008_0000
907402.2008_0001,37,Caloplaca flavovirescens,NA,,,,,907402,,,,,,"Wetmore, C.",96991,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907402.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907402.2008,907402.2008_0001
907402.2008_0002,37,Caloplaca flavovirescens,NA,,,,,907402,,,,,,"Wetmore, C.",96991,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907402.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907402.2008,907402.2008_0002
907402.2008_0003,37,Caloplaca flavovirescens,NA,,,,,907402,,,,,,"Wetmore, C.",96991,,2008,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,907402.2008,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,907402.2008,907402.2008_0003
634027.1969_0000,38,Caloplaca flavovirescens,NA,,,,,634027,,,,,,"Wetmore, C.",18592,,1969,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,634027.1969,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,634027.1969,634027.1969_0000
634027.1969_0001,38,Caloplaca flavovirescens,NA,,,,,634027,,,,,,"Wetmore, C.",18592,,1969,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,634027.1969,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,634027.1969,634027.1969_0001
634027.1969_0002,38,Caloplaca flavovirescens,NA,,,,,634027,,,,,,"Wetmore, C.",18592,,1969,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,634027.1969,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,634027.1969,634027.1969_0002
634027.1969_0003,38,Caloplaca flavovirescens,NA,,,,,634027,,,,,,"Wetmore, C.",18592,,1969,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,634027.1969,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,634027.1969,634027.1969_0003
813488.1991_0000,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0000
813488.1991_0001,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0001
813488.1991_0002,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0002
813488.1991_0003,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0003
813488.1991_0004,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0000
813488.1991_0005,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0001
813488.1991_0006,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0002
813488.1991_0007,39,Caloplaca flavovirescens,NA,,,,,813488,,,,,,"Wetmore, C.",67902,,1991,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,813488.1991,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,813488.1991,813488.1991_0003
23895.1900_0000,40,Caloplaca flavovirescens,NA,,,,,23895,,,,,,"Fink, B.",643,,1900,NA,NA,NA,,on granitics,,,,,NA,NA,NA,,,NA,,,23895.19,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23895.19,23895.1900_0000
23895.1900_0001,40,Caloplaca flavovirescens,NA,,,,,23895,,,,,,"Fink, B.",643,,1900,NA,NA,NA,,on granitics,,,,,NA,NA,NA,,,NA,,,23895.19,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23895.19,23895.1900_0001
23895.1900_0002,40,Caloplaca flavovirescens,NA,,,,,23895,,,,,,"Fink, B.",643,,1900,NA,NA,NA,,on granitics,,,,,NA,NA,NA,,,NA,,,23895.19,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23895.19,23895.1900_0002
23895.1900_0003,40,Caloplaca flavovirescens,NA,,,,,23895,,,,,,"Fink, B.",643,,1900,NA,NA,NA,,on granitics,,,,,NA,NA,NA,,,NA,,,23895.19,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,23895.19,23895.1900_0003
901843.1998_0000,41,Caloplaca flavovirescens,NA,,,,,901843,,,,,,"Wetmore, C.",80507,,1998,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901843.1998,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901843.1998,901843.1998_0000
901843.1998_0001,41,Caloplaca flavovirescens,NA,,,,,901843,,,,,,"Wetmore, C.",80507,,1998,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901843.1998,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901843.1998,901843.1998_0001
901843.1998_0002,41,Caloplaca flavovirescens,NA,,,,,901843,,,,,,"Wetmore, C.",80507,,1998,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901843.1998,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901843.1998,901843.1998_0002
901843.1998_0003,41,Caloplaca flavovirescens,NA,,,,,901843,,,,,,"Wetmore, C.",80507,,1998,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,901843.1998,,,,,,Teloschistaceae,Teloschistales,Lecanoromycetes,crustose,chlorococcoid,901843.1998,901843.1998_0003
761591.1983_0000,42,Candelaria concolor,NA,,,,,761591,,,,,,"Schuster, J.",825,,1983,NA,NA,NA,,on trunk of quaking aspen,,,,,NA,NA,NA,,,NA,,,761591.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761591.1983,761591.1983_0000
761591.1983_0001,42,Candelaria concolor,NA,,,,,761591,,,,,,"Schuster, J.",825,,1983,NA,NA,NA,,on trunk of quaking aspen,,,,,NA,NA,NA,,,NA,,,761591.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761591.1983,761591.1983_0001
761591.1983_0002,42,Candelaria concolor,NA,,,,,761591,,,,,,"Schuster, J.",825,,1983,NA,NA,NA,,on trunk of quaking aspen,,,,,NA,NA,NA,,,NA,,,761591.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761591.1983,761591.1983_0002
761591.1983_0003,42,Candelaria concolor,NA,,,,,761591,,,,,,"Schuster, J.",825,,1983,NA,NA,NA,,on trunk of quaking aspen,,,,,NA,NA,NA,,,NA,,,761591.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761591.1983,761591.1983_0003
815563.1991_0000,43,Candelaria concolor,NA,,,,,815563,,,,,,"Schuster, J.",2640,,1991,NA,NA,NA,,on deciduous tree,,,,,NA,NA,NA,,,NA,,,815563.1991,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,815563.1991,815563.1991_0000
815563.1991_0001,43,Candelaria concolor,NA,,,,,815563,,,,,,"Schuster, J.",2640,,1991,NA,NA,NA,,on deciduous tree,,,,,NA,NA,NA,,,NA,,,815563.1991,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,815563.1991,815563.1991_0001
815563.1991_0002,43,Candelaria concolor,NA,,,,,815563,,,,,,"Schuster, J.",2640,,1991,NA,NA,NA,,on deciduous tree,,,,,NA,NA,NA,,,NA,,,815563.1991,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,815563.1991,815563.1991_0002
815563.1991_0003,43,Candelaria concolor,NA,,,,,815563,,,,,,"Schuster, J.",2640,,1991,NA,NA,NA,,on deciduous tree,,,,,NA,NA,NA,,,NA,,,815563.1991,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,815563.1991,815563.1991_0003
761846.1983_0000,44,Candelaria concolor,NA,,,,,761846,,,,,,"Schuster, J.",492,,1983,NA,NA,NA,,on dead quaking aspen,,,,,NA,NA,NA,,,NA,,,761846.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761846.1983,761846.1983_0001
761846.1983_0001,44,Candelaria concolor,NA,,,,,761846,,,,,,"Schuster, J.",492,,1983,NA,NA,NA,,on dead quaking aspen,,,,,NA,NA,NA,,,NA,,,761846.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761846.1983,761846.1983_0002
761846.1983_0002,44,Candelaria concolor,NA,,,,,761846,,,,,,"Schuster, J.",492,,1983,NA,NA,NA,,on dead quaking aspen,,,,,NA,NA,NA,,,NA,,,761846.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761846.1983,761846.1983_0003
761846.1983_0003,44,Candelaria concolor,NA,,,,,761846,,,,,,"Schuster, J.",492,,1983,NA,NA,NA,,on dead quaking aspen,,,,,NA,NA,NA,,,NA,,,761846.1983,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,761846.1983,761846.1983_0004
24297.1901_0000,45,Candelaria concolor,NA,,,,,24297,,,,,,"Fink, B.",1474,,1901,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,24297.1901,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,24297.1901,24297.1901_0000
24297.1901_0001,45,Candelaria concolor,NA,,,,,24297,,,,,,"Fink, B.",1474,,1901,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,24297.1901,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,24297.1901,24297.1901_0001
24297.1901_0002,45,Candelaria concolor,NA,,,,,24297,,,,,,"Fink, B.",1474,,1901,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,24297.1901,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,24297.1901,24297.1901_0002
24297.1901_0003,45,Candelaria concolor,NA,,,,,24297,,,,,,"Fink, B.",1474,,1901,NA,NA,NA,,on trees,,,,,NA,NA,NA,,,NA,,,24297.1901,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,24297.1901,24297.1901_0003
907472.2008_0000,46,Candelaria concolor,NA,,,,,907472,,,,,,"Wetmore, C.",96920,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907472.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907472.2008,907472.2008_0000
907472.2008_0001,46,Candelaria concolor,NA,,,,,907472,,,,,,"Wetmore, C.",96920,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907472.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907472.2008,907472.2008_0001
907472.2008_0002,46,Candelaria concolor,NA,,,,,907472,,,,,,"Wetmore, C.",96920,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907472.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907472.2008,907472.2008_0002
907472.2008_0003,46,Candelaria concolor,NA,,,,,907472,,,,,,"Wetmore, C.",96920,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907472.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907472.2008,907472.2008_0003
858554.1997_0000,47,Candelaria concolor,NA,,,,,858554,,,,,,"Wheeler, G.",16317,,1997,NA,NA,NA,,celtis occidentalis,,,,,NA,NA,NA,,,NA,,,858554.1997,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,858554.1997,858554.1997_0000
858554.1997_0001,47,Candelaria concolor,NA,,,,,858554,,,,,,"Wheeler, G.",16317,,1997,NA,NA,NA,,celtis occidentalis,,,,,NA,NA,NA,,,NA,,,858554.1997,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,858554.1997,858554.1997_0001
858554.1997_0002,47,Candelaria concolor,NA,,,,,858554,,,,,,"Wheeler, G.",16317,,1997,NA,NA,NA,,celtis occidentalis,,,,,NA,NA,NA,,,NA,,,858554.1997,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,858554.1997,858554.1997_0002
858554.1997_0003,47,Candelaria concolor,NA,,,,,858554,,,,,,"Wheeler, G.",16317,,1997,NA,NA,NA,,celtis occidentalis,,,,,NA,NA,NA,,,NA,,,858554.1997,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,858554.1997,858554.1997_0003
869562.1999_0000,48,Candelaria concolor,NA,,,,,869562,,,,,,"Wheeler, G.",19905,,1999,NA,NA,NA,,on fallen tree,,,,,NA,NA,NA,,,NA,,,869562.1999,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,869562.1999,869562.1999_0000
869562.1999_0001,48,Candelaria concolor,NA,,,,,869562,,,,,,"Wheeler, G.",19905,,1999,NA,NA,NA,,on fallen tree,,,,,NA,NA,NA,,,NA,,,869562.1999,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,869562.1999,869562.1999_0001
869562.1999_0002,48,Candelaria concolor,NA,,,,,869562,,,,,,"Wheeler, G.",19905,,1999,NA,NA,NA,,on fallen tree,,,,,NA,NA,NA,,,NA,,,869562.1999,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,869562.1999,869562.1999_0002
869562.1999_0003,48,Candelaria concolor,NA,,,,,869562,,,,,,"Wheeler, G.",19905,,1999,NA,NA,NA,,on fallen tree,,,,,NA,NA,NA,,,NA,,,869562.1999,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,869562.1999,869562.1999_0003
674007.1974_0000,49,Candelaria concolor,NA,,,,,674007,,,,,,"Wetmore, C.",24025,,1974,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,674007.1974,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,674007.1974,674007.1974_0000
674007.1974_0001,49,Candelaria concolor,NA,,,,,674007,,,,,,"Wetmore, C.",24025,,1974,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,674007.1974,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,674007.1974,674007.1974_0001
674007.1974_0002,49,Candelaria concolor,NA,,,,,674007,,,,,,"Wetmore, C.",24025,,1974,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,674007.1974,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,674007.1974,674007.1974_0002
674007.1974_0003,49,Candelaria concolor,NA,,,,,674007,,,,,,"Wetmore, C.",24025,,1974,NA,NA,NA,,on oak,,,,,NA,NA,NA,,,NA,,,674007.1974,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,674007.1974,674007.1974_0003
827613.1902_0000,50,Candelaria concolor,NA,,,,,827613,,,,,,"Shimek, B.",s.n.,,1902,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,827613.1902,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827613.1902,827613.1902_0000
827613.1902_0001,50,Candelaria concolor,NA,,,,,827613,,,,,,"Shimek, B.",s.n.,,1902,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,827613.1902,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827613.1902,827613.1902_0001
827613.1902_0002,50,Candelaria concolor,NA,,,,,827613,,,,,,"Shimek, B.",s.n.,,1902,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,827613.1902,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827613.1902,827613.1902_0002
827613.1902_0003,50,Candelaria concolor,NA,,,,,827613,,,,,,"Shimek, B.",s.n.,,1902,NA,NA,NA,,,,,,,NA,NA,NA,,,NA,,,827613.1902,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827613.1902,827613.1902_0003
827668.1916_0000,51,Candelaria concolor,NA,,,,,827668,,,,,,"Shimek, B.",s.n.,,1916,NA,NA,NA,,on bur oak,,,,,NA,NA,NA,,,NA,,,827668.1916,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827668.1916,827668.1916_0000
827668.1916_0001,51,Candelaria concolor,NA,,,,,827668,,,,,,"Shimek, B.",s.n.,,1916,NA,NA,NA,,on bur oak,,,,,NA,NA,NA,,,NA,,,827668.1916,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827668.1916,827668.1916_0001
827668.1916_0002,51,Candelaria concolor,NA,,,,,827668,,,,,,"Shimek, B.",s.n.,,1916,NA,NA,NA,,on bur oak,,,,,NA,NA,NA,,,NA,,,827668.1916,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827668.1916,827668.1916_0002
827668.1916_0003,51,Candelaria concolor,NA,,,,,827668,,,,,,"Shimek, B.",s.n.,,1916,NA,NA,NA,,on bur oak,,,,,NA,NA,NA,,,NA,,,827668.1916,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,827668.1916,827668.1916_0003
634613.1962_0000,52,Candelaria concolor,NA,,,,,634613,,,,,,"Knutson, R.",s.n.,,1962,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,634613.1962,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,634613.1962,634613.1962_0000
634613.1962_0001,52,Candelaria concolor,NA,,,,,634613,,,,,,"Knutson, R.",s.n.,,1962,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,634613.1962,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,634613.1962,634613.1962_0001
634613.1962_0002,52,Candelaria concolor,NA,,,,,634613,,,,,,"Knutson, R.",s.n.,,1962,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,634613.1962,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,634613.1962,634613.1962_0002
634613.1962_0003,52,Candelaria concolor,NA,,,,,634613,,,,,,"Knutson, R.",s.n.,,1962,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,634613.1962,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,634613.1962,634613.1962_0003
814980.1990_0000,53,Candelaria concolor,NA,,,,,814980,,,,,,"Schuster, J.",2454,,1990,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,814980.199,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,814980.199,814980.1990_0000
814980.1990_0001,53,Candelaria concolor,NA,,,,,814980,,,,,,"Schuster, J.",2454,,1990,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,814980.199,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,814980.199,814980.1990_0001
814980.1990_0002,53,Candelaria concolor,NA,,,,,814980,,,,,,"Schuster, J.",2454,,1990,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,814980.199,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,814980.199,814980.1990_0002
814980.1990_0003,53,Candelaria concolor,NA,,,,,814980,,,,,,"Schuster, J.",2454,,1990,NA,NA,NA,,on elm,,,,,NA,NA,NA,,,NA,,,814980.199,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,814980.199,814980.1990_0003
907368.2008_0000,54,Candelaria concolor,NA,,,,,907368,,,,,,"Wetmore, C.",97025,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907368.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907368.2008,907368.2008_0000
907368.2008_0001,54,Candelaria concolor,NA,,,,,907368,,,,,,"Wetmore, C.",97025,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907368.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907368.2008,907368.2008_0001
907368.2008_0002,54,Candelaria concolor,NA,,,,,907368,,,,,,"Wetmore, C.",97025,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907368.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907368.2008,907368.2008_0002
907368.2008_0003,54,Candelaria concolor,NA,,,,,907368,,,,,,"Wetmore, C.",97025,,2008,NA,NA,NA,,on cottonwood,,,,,NA,NA,NA,,,NA,,,907368.2008,,good,,,,Candelariaceae,Candelariales,Candelariomycetes,foliose,chlorococcoid,907368.2008,907368.2008_0003
